Feature1,Feature2,Feature3,Feature4,Feature5
117.1396936,39.1194305,11300.59742,924.317,243.332
116.4012212,38.9669495,5494.08681,672.151,329.903
115.4758911,39.7526318,6606.62034,573.717,94.072
118.1467896,39.0415929,9677.51768,959.647,258.083
116.7227173,40.4303741,3604.30383,513.458,165.162
116.7752075,38.8637633,2476.53011,415.088,295.079
115.8597412,39.7303332,3931.96781,558.239,86.957
116.920105,39.4892392,10089.00268,871.728,188.922
117.1320509,38.0015228,11323.45769,821.741,183.23
116.9918823,38.9798646,1615.45964,387.068,0
116.71875,40.4187943,3604.30383,513.458,165.162
116.4451068,39.6779022,2758.47354,385.327,219.735
117.0055542,40.1231232,10706.23019,902.844,339.967
117.3955078,39.301075,784.86954,398.903,98.544
118.9069997,38.9024048,8107.77859,797.774,253.963
117.348877,39.163839,213.36259,242.697,205.783
114.6497975,38.7263031,8412.5823,762.241,185.018
119.7811293,37.6700708,7193.36747,695.726,99.036
116.28276,38.7688751,4785.41819,615.525,332.201
117.7387085,38.9206036,1562.119,364.802,60.832
116.8633201,41.2737261,11308.21751,896.829,186.641
120.132693,37.8797607,7193.36747,702.731,96.507
116.9955306,40.636426,9784.19898,774.397,120.306
117.1066151,38.2827914,8862.16776,790.535,183.627
116.0337524,40.1572723,5829.37089,667.802,131.515
114.9405173,39.391571,7802.97488,770.468,133.052
120.9129028,38.4655555,9784.19898,729.107,122.237
116.066466,38.3727722,6393.25774,746.393,334.579
116.8108202,37.4677083,9479.39527,803.873,179.076
118.4962769,38.8467718,2987.07632,548.417,20.148
115.8579354,39.7304077,3947.208,558.239,86.957
114.6861624,38.3936005,12222.62863,856.684,182.85
117.1321983,37.999649,11331.07779,821.741,183.23
118.0527344,38.5241647,5029.26116,689.964,334.054
116.9918823,38.980237,1615.45964,387.068,0
118.0510864,40.7531433,9692.75786,878.418,302.953
118.6814814,38.4618988,6819.98293,683.348,64.129
116.8090887,39.2019196,4206.29115,509.714,351.222
116.8933105,39.3587998,4259.6318,510.192,336.692
116.6107377,39.8401794,1440.19751,376.958,7.055
118.1805287,39.0323181,6591.38015,752.89,255.178
117.3517924,39.1271095,53.34065,263.401,267.188
116.7756958,38.8639495,2468.91002,415.088,295.079
116.0668751,38.3734131,6393.25774,746.393,334.579
117.4646516,38.1551514,6949.52451,710.637,206.298
115.3510106,37.8701477,7193.36747,703.411,154.919
117.655276,37.1387787,7802.97488,773.686,330.612
116.1763306,40.2390747,4084.36967,544.516,126.285
116.9177524,40.466231,11308.21751,865.677,182.452
117.3564048,39.1257706,0,0,0
116.8092651,39.2025705,4206.29115,509.714,351.222
116.3477173,38.7784331,4206.29115,642.006,287.285
120.59552,38.7999868,1257.31529,433.277,51.072
116.6489868,39.6005921,2827.05438,401.308,7.158
118.1815796,39.0320962,6599.00024,752.89,255.178
115.4281006,39.7415058,9784.19898,769.205,132.951
117.3454742,39.1338245,0,0,205.313
116.9211612,39.1069794,8206.8398,752.24,185.935
116.9418335,39.6240545,3208.05901,583.38,0
116.9920654,39.805003,5920.812,707.464,180
116.2557718,38.8983307,3604.30383,649.524,149.12
116.8748169,39.8253929,4937.82004,657.46,180
118.0527344,38.5241647,5029.26116,688.299,333.987
114.665262,39.191803,8412.5823,784.822,133.183
116.5258325,39.2504425,5097.84199,702.182,33.271
117.4646516,38.1551514,6949.52451,708.977,206.364
117.3490309,39.163559,213.36259,242.697,205.783
116.4017944,38.967761,5494.08681,672.151,329.903
117.0065793,40.1252359,10706.23019,902.844,339.967
116.9751809,40.0585731,9464.15508,918.034,340.066
118.0557861,40.7547455,9685.13777,878.418,302.953
114.6925906,38.3324432,9799.43916,834.521,184.838
115.9356159,38.2237632,3596.68374,575.314,160.048
116.8638819,41.2698157,11308.21751,896.829,186.641
116.8107897,37.4658966,9479.39527,803.873,179.076
118.5539139,41.4808836,9784.19898,737.022,160.017
115.0943259,39.5028992,10500.48769,803.326,132.851
119.5996704,38.7479879,8869.78786,977.549,252.355
120.9121094,38.4651831,9784.19898,729.107,122.237
117.9626531,38.7762451,8412.5823,725.691,64.612
117.0170898,39.2926956,7399.10997,764.661,183.749
117.3955078,39.301075,784.86954,396.799,98.319
116.9920654,39.8039323,5936.05218,707.464,180
116.5331169,36.9625699,6614.24043,639.329,111.586
116.7761841,38.8640892,2468.91002,415.088,295.079
117.7380902,38.9208984,1562.119,364.802,60.832
118.2201369,37.5046692,8869.78786,830.219,200.092
117.1396936,39.1194305,11300.59742,924.317,243.332
116.2835362,38.7700195,4785.41819,615.525,332.201
118.0532837,38.5250958,5021.64106,688.299,333.987
116.8936953,39.3594818,4259.6318,510.192,336.692
116.9761963,40.06073,9464.15508,918.034,340.066
117.4652232,38.1542141,6957.1446,708.977,206.364
120.4421218,38.171402,9784.19898,741.439,133.583
121.2445328,38.0631409,10698.6101,897.121,334.44
117.3454633,39.1338272,0,0,205.313
118.1512119,38.7006683,9174.59156,863.127,64.315
120.59552,38.7999868,1257.31529,434.719,51.226
114.520813,40.365921,11910.20483,1024.991,258.325
117.3563995,39.125771,0,0,0
116.8748169,39.8247412,4945.44014,659.312,180
117.0621948,38.7135858,9502.25555,760.965,183.768
120.1040649,38.56676,6888.56376,815.406,232.011
117.34921,39.1632843,213.36259,242.697,205.783
114.6868764,38.3828787,12222.62863,856.684,182.85
117.0623169,38.7115375,9509.87564,760.965,183.768
116.402296,38.9684143,5486.46672,672.151,329.903
116.9418335,39.6247993,3200.43892,581.528,0
114.2909546,40.1087952,10873.87223,750.062,90.141
116.9213257,39.105835,8206.8398,752.24,185.935
118.1457785,38.7027283,9174.59156,863.127,64.315
117.3613457,39.1397209,0,0,25.313
120.59552,38.7999868,1257.31529,434.719,51.226
116.0668751,38.3734131,6393.25774,746.393,334.579
117.1423804,39.1184692,11300.59742,924.317,243.332
117.1423804,39.1184692,11300.59742,924.339,243.846
117.0065793,40.1252359,10706.23019,902.844,339.967
116.71875,40.4187943,3604.30383,513.936,164.962
116.6111339,40.646202,4335.83272,705.719,348.955
114.520813,40.365921,11910.20483,1024.991,258.325
116.2835362,38.7700195,4785.41819,615.525,332.201
116.8638819,41.2698157,11308.21751,896.829,186.641
116.9918823,38.980237,1615.45964,387.068,0
116.402296,38.9684143,5486.46672,670.549,329.823
117.7380902,38.9208984,1562.119,364.802,60.832
114.6868764,38.3828787,12222.62863,856.273,182.231
117.7374931,38.9211273,1562.119,364.802,60.832
120.132693,37.8797607,7193.36747,702.731,96.507
117.0623169,38.7115375,9509.87564,760.965,183.768
116.9937744,40.6356812,9784.19898,774.397,120.306
117.9616381,38.7766571,8412.5823,725.691,64.612
117.2706961,36.8518982,10089.00268,926.55,191.063
117.1321983,37.999649,11331.07779,821.741,183.23
117.1066151,38.2827914,8862.16776,790.535,183.627
115.8947754,40.1754192,7353.38942,761.181,90.279
114.6925906,38.3324432,9799.43916,834.521,184.838
116.9918558,38.9812317,1607.83955,387.068,0
117.3941106,39.3008881,777.24945,396.799,98.319
117.0171721,39.2915955,7399.10997,764.661,183.749
114.9383678,39.3899689,7802.97488,770.468,133.052
116.9920946,39.8025513,5943.67228,707.464,180
116.4451068,39.6779022,2758.47354,385.327,219.735
116.6137557,40.6565366,4404.41356,705.719,348.955
118.1815796,39.0320962,6599.00024,752.89,255.178
117.1311646,40.8126068,1524.01853,477.144,186.463
118.1457785,38.7027283,9174.59156,863.127,64.315
116.2841187,38.7708916,4785.41819,615.525,332.201
120.1253476,38.3576008,6309.43672,796.941,190.579
116.3477173,38.7784331,4206.29115,642.006,287.285
114.6295776,38.9273537,11605.40112,859.456,180.988
120.1292884,38.3412145,6309.43672,796.941,190.579
117.0171721,39.2915955,7399.10997,766.509,183.74
118.0557861,40.7547455,9685.13777,878.418,302.953
118.680944,38.4621277,6804.74275,683.348,64.129
116.9334984,36.4224701,6393.25774,754.21,345.35
115.0943259,39.5028992,10500.48769,804.685,132.762
117.0831091,40.7929346,2788.95391,526.046,186.875
117.655276,37.1387787,7802.97488,773.686,330.612
116.894104,39.3601964,4252.0117,510.192,336.692
117.6610614,37.1470642,7802.97488,773.686,330.612
117.1077496,37.9174494,9479.39527,754.244,184.507
118.2213692,37.5019242,8869.78786,830.219,200.092
114.0355835,38.9523057,9784.19898,800.769,162.78
117.3125377,37.3492584,6888.56376,732.608,171.276
116.9923706,38.5563789,11041.51426,884.956,186.248
114.7754238,37.6249617,11003.4138,891.014,185.367
116.7761841,38.8640892,2468.91002,415.088,295.079
116.4551926,36.5218964,9174.59156,754.428,31.856
116.9213867,39.1050901,8214.45989,752.24,185.935
117.4652232,38.1542141,6957.1446,708.157,206.23
118.0532837,38.5250958,5021.64106,686.635,333.919
114.6869361,38.3820408,12222.62863,856.273,182.231
116.6489868,39.6005921,2827.05438,401.308,7.158
115.4281006,39.7415058,9784.19898,770.561,132.857
116.9177524,40.466231,11308.21751,865.677,182.452
114.6927659,38.3307495,9799.43916,834.521,184.838
117.3564048,39.1257706,0,0,0
118.1516299,39.0407867,9692.75786,959.647,258.083
116.8748275,39.8237457,4953.06023,659.312,180
117.3493652,39.1630477,213.36259,242.697,205.783
117.062439,38.7105599,9517.49573,760.965,183.768
116.9155051,40.2794169,3086.13753,565.164,325.008
116.4028334,38.969101,5486.46672,670.549,329.823
116.9932861,38.5497685,11049.13436,884.956,186.248
116.9418202,39.6255798,3200.43892,581.528,0
116.9209223,39.4851379,10089.00268,871.728,188.922
120.6277206,38.2109528,7048.58571,687.431,139.918
116.5245361,39.252009,5097.84199,702.182,33.271
115.4758911,39.7526318,6606.62034,573.717,94.072
116.4517212,40.3718262,3459.52207,637.22,88.834
116.0314178,40.1555879,5844.61107,667.802,131.515
117.1440523,39.1178741,11300.59742,924.339,243.846
117.1440523,39.1178741,11300.59742,925.307,244.512
116.9770508,40.0624695,9464.15508,918.034,340.066
117.3936157,39.3008423,777.24945,396.799,98.319
116.9177524,40.2818841,3108.99781,565.164,325.008
116.7771606,38.8644616,2468.91002,415.088,295.079
116.2557718,38.8983307,3604.30383,649.524,149.12
117.0174109,39.2908173,7406.73007,766.509,183.74
118.4950562,38.8493787,2987.07632,548.417,20.148
118.2213692,37.5019242,8869.78786,828.829,199.447
117.7368774,38.921395,1562.119,364.802,60.832
115.4242554,39.7387592,9784.19898,770.561,132.857
119.7811293,37.6700708,7193.36747,693.897,99.06
116.9135742,40.6640167,10081.38259,791.43,182.28
120.6191353,38.202675,7101.92636,687.431,139.918
116.5245361,39.252009,5097.84199,700.634,33.354
117.4662383,38.1526313,6972.38478,708.157,206.23
120.1505127,40.8763733,6614.24043,722.28,194.25
117.9604492,38.7770831,8412.5823,725.691,64.612
117.3454742,39.1338245,0,0,205.313
116.6489868,39.6005921,2827.05438,399.47,7.191
116.9179396,40.4629724,11308.21751,865.677,182.452
116.9918823,38.9818198,1607.83955,387.068,0
115.6362981,38.6900024,3627.16411,627.97,265.433
116.8094469,39.2032928,4206.29115,509.714,351.222
116.8094469,39.2032928,4206.29115,509.704,349.956
114.6297355,38.9199829,11613.02121,859.456,180.988
119.1064254,38.8781891,8869.78786,985.104,252.042
118.0542603,38.526632,5014.02097,686.635,333.919
117.107869,37.9167046,9479.39527,754.244,184.507
118.2218469,37.5007604,8869.78786,828.829,199.447
116.6107377,39.8401794,1440.19751,378.796,7.021
115.7176208,39.9998241,5455.98634,719.949,139.591
116.9937744,40.6356812,9784.19898,775.997,120.237
114.6869806,38.3807831,12222.62863,856.273,182.231
118.1849471,39.0314026,6606.62034,752.89,255.178
116.8258667,40.6552796,3596.68374,586.733,126.4
116.3512573,38.779271,4206.29115,642.006,287.285
117.1070699,38.2770538,8869.78786,790.535,183.627
118.1528241,39.0406036,9692.75786,959.647,258.083
118.1433105,38.7036702,9174.59156,863.127,64.315
116.9211426,39.4840719,10089.00268,871.728,188.922
114.6502752,38.7225037,8412.5823,762.241,185.018
116.9177524,40.2818841,3108.99781,565.164,325.008
117.3563995,39.125771,0,0,0
116.4451068,39.6779022,2758.47354,384.146,219.523
116.8748275,39.8237457,4953.06023,659.312,180
117.3495483,39.1627218,213.36259,242.697,205.783
117.062439,38.7105599,9517.49573,760.965,183.768
117.1453857,39.1174265,11308.21751,925.307,244.512
117.1453857,39.1174265,11308.21751,927.179,245.073
114.665262,39.191803,8412.5823,786.091,133.282
115.7226757,37.7451782,7079.06608,787.361,335.545
116.0314178,40.1555879,5844.61107,669.19,131.41
117.7368774,38.921395,1562.119,364.802,60.832
117.3454742,39.1338245,0,0,205.313
118.5539139,41.4808836,9784.19898,737.022,160.017
118.494873,38.8498908,2987.07632,548.417,20.148
120.132693,37.8797607,7193.36747,702.731,96.507
116.8107897,37.4658966,9479.39527,803.873,179.076
117.7364502,38.9215812,1562.119,364.802,60.832
116.5238024,39.2528229,5097.84199,700.634,33.354
115.8546753,39.7305194,3970.06828,558.239,86.957
116.8094469,39.2032928,4206.29115,509.704,349.956
116.8250905,38.3150986,9479.39527,740.267,191.985
116.9918823,38.9818198,1607.83955,387.068,0
119.2030042,36.5119443,9784.19898,671.242,83.346
117.1324904,37.9957123,11323.45769,821.741,183.23
118.1433105,38.7036702,9174.59156,863.127,64.315
117.3929443,39.3007492,777.24945,396.799,98.319
117.0174109,39.2908173,7406.73007,766.509,183.74
116.2841187,38.7708916,4785.41819,615.525,332.201
118.2218469,37.5007604,8869.78786,828.829,199.447
116.0668751,38.3734131,6393.25774,746.393,334.579
118.1528241,39.0406036,9692.75786,959.647,258.083
117.107869,37.9167046,9479.39527,754.244,184.507
116.4028334,38.969101,5486.46672,670.549,329.823
117.9594116,38.7774555,8412.5823,725.691,64.612
116.6482345,39.6053009,2788.95391,399.47,7.191
117.0175171,39.2896697,7406.73007,766.509,183.74
118.0583954,40.756717,9669.89759,878.418,302.953
116.9213867,39.1050901,8214.45989,752.24,185.935
115.4232589,39.7380066,9784.19898,770.561,132.857
116.9211426,39.4840719,10089.00268,871.728,188.922
116.9216309,39.103228,8222.07998,752.24,185.935
116.2850886,38.7723083,4785.41819,615.525,332.201
116.942801,36.8734131,8107.77859,887.734,272.152
117.1079465,37.9158783,9479.39527,754.244,184.507
120.59552,38.7999868,1264.93538,434.719,51.226
118.680944,38.4621277,6804.74275,683.348,64.129
116.3512573,38.779271,4206.29115,642.559,287.443
116.9770508,40.0624695,9464.15508,918.034,340.066
118.9069997,38.9024048,8107.77859,797.774,253.963
116.8945923,39.3611274,4252.0117,510.192,336.692
118.6769409,38.4636468,6797.12265,683.348,64.129
116.9918558,38.9823761,1607.83955,387.068,0
116.9418202,39.6255798,3200.43892,579.676,0
118.1861413,39.0311737,6614.24043,752.89,255.178
116.9937744,40.6356812,9784.19898,775.997,120.237
117.6622886,37.1487122,7802.97488,773.686,330.612
117.3589424,39.1276131,0,0,115.313
120.9121094,38.4651831,9784.19898,729.107,122.237
118.1528241,39.0406036,9692.75786,961.459,258.106
117.4662383,38.1526313,6972.38478,708.157,206.23
116.9213257,39.4831874,10089.00268,871.728,188.922
116.9920946,39.8025513,5943.67228,709.316,180
117.008606,40.1294861,10706.23019,902.844,339.967
117.1071525,38.2760879,8862.16776,790.535,183.627
117.4662383,38.1526313,6972.38478,706.496,206.296
118.0542603,38.526632,5014.02097,684.158,333.99
117.3497474,39.1624603,205.7425,242.697,205.783
116.7715454,40.7981873,6309.43672,786.06,13.905
116.2557718,38.8983307,3604.30383,650.168,149.344
118.1546021,39.0402894,9692.75786,961.459,258.106
116.8252425,40.6549538,3596.68374,586.733,126.4
120.6191353,38.202675,7101.92636,690.798,143.284
116.0691236,38.3771528,6378.01756,746.393,334.579
116.8107313,37.4619598,9479.39527,803.873,179.076
118.1420288,38.7041357,9174.59156,863.127,64.315
116.4284304,36.5567741,9174.59156,754.428,31.856
117.3923791,39.300705,777.24945,396.799,98.319
116.9932861,38.5497685,11049.13436,886.797,186.234
118.1861413,39.0311737,6614.24043,754.68,255.213
116.990724,40.6342846,9784.19898,775.997,120.237
116.9418335,39.6271269,3200.43892,579.676,0
116.523265,39.2535095,5090.2219,700.634,33.354
121.2563373,38.0825958,10698.6101,897.121,334.44
121.2563373,38.0825958,10698.6101,895.451,334.389
116.9780523,40.0646249,9464.15508,918.034,340.066
117.3564048,39.1257706,0,0,0
117.1467391,39.1169586,11300.59742,927.179,245.073
116.8107313,37.4619598,9479.39527,803.845,179.208
117.3497474,39.1624603,205.7425,244.366,205.594
117.0831091,40.7929346,2788.95391,524.208,186.899
115.0901463,39.4998779,10508.10778,804.685,132.762
120.1505127,40.8763733,6606.62034,722.28,194.25
116.7786255,38.8649737,2461.28993,415.088,295.079
116.9186401,40.2828369,3116.6179,565.164,325.008
116.253418,38.8952326,3604.30383,650.168,149.344
117.735881,38.9218597,1562.119,364.802,60.832
115.4223633,39.7373657,9784.19898,770.561,132.857
118.2226498,37.4988098,8869.78786,828.829,199.447
118.0800028,37.1329193,7505.79127,760.629,171.317
118.0583954,40.756717,9669.89759,873.296,302.881
117.4674324,38.1507227,6987.62497,706.496,206.296
116.2853274,38.7726746,4785.41819,615.525,332.201
116.9135742,40.6640167,10081.38259,789.58,182.285
117.0175781,39.2888784,7414.35016,766.509,183.74
120.1145404,38.5604095,6888.56376,815.406,232.011
116.6275024,39.7269815,2072.6652,395.587,4.296
116.8094469,39.2032928,4206.29115,509.031,347.177
117.1078296,37.9169312,9479.39527,754.244,184.507
118.9143438,38.9007568,8107.77859,797.774,253.963
117.9581909,38.777921,8412.5823,725.691,64.612
120.59552,38.7999868,1264.93538,436.165,51.378
115.6383667,38.6898442,3627.16411,627.97,265.433
118.0551758,38.5281682,5014.02097,684.158,333.99
116.6107377,39.8401794,1440.19751,378.796,7.021
116.9180645,40.4605982,11308.21751,865.677,182.452
116.9918558,38.9827881,1600.21946,387.068,0
116.6137557,40.6565366,4404.41356,705.719,348.955
117.0626221,38.7079064,9525.11583,760.965,183.768
118.187439,39.0309324,6614.24043,754.68,255.213
116.7786255,38.8649737,2461.28993,415.876,295.31
114.6608436,39.1885529,8412.5823,786.091,133.282
117.3498668,39.1622314,205.7425,244.366,205.594
114.2909546,40.1087952,10873.87223,750.062,90.141
116.9215698,39.4819305,10089.00268,871.728,188.922
116.9215698,39.4819305,10089.00268,871.442,188.802
117.3918417,39.3006134,769.62936,396.799,98.319
116.8638819,41.2698157,11308.21751,896.829,186.641
116.3532158,38.7797699,4206.29115,642.559,287.443
117.1478139,39.1165924,11300.59742,927.179,245.073
117.3116027,37.3444061,6888.56376,732.608,171.276
116.0696801,38.3781281,6378.01756,746.393,334.579
117.2706961,36.8518982,10089.00268,926.55,191.063
116.9918558,38.9827881,1600.21946,387.068,0
118.4942362,38.851181,2987.07632,548.417,20.148
118.9143438,38.9007568,8107.77859,797.774,253.963
116.523265,39.2535095,5090.2219,700.634,33.354
117.0626221,38.7079064,9525.11583,760.965,183.768
115.8546753,39.7305194,3970.06828,560.189,86.778
116.9190674,40.2833862,3124.23799,565.164,325.008
118.1564066,39.0400085,9700.37796,961.459,258.106
117.008606,40.1294861,10706.23019,902.844,339.967
117.0175781,39.2888784,7414.35016,766.509,183.74
118.2230004,37.4980316,8869.78786,828.829,199.447
114.6869806,38.3807831,12222.62863,853.935,181.118
115.7226757,37.7451782,7079.06608,787.361,335.545
117.3918417,39.3006134,769.62936,396.799,98.319
116.9893799,40.6337128,9784.19898,775.997,120.237
116.9522095,36.8737335,8100.1585,887.734,272.152
117.3564048,39.1257706,0,0,0
117.9581909,38.777921,8412.5823,725.691,64.612
118.1420288,38.7041357,9174.59156,863.127,64.315
114.9346924,39.3873363,7802.97488,770.468,133.052
116.5331169,36.9625699,6614.24043,639.329,111.586
116.9786377,40.0659027,9464.15508,918.034,340.066
117.4678504,38.150071,6995.24506,706.496,206.296
116.253418,38.8952326,3604.30383,650.168,149.344
117.132648,37.9935158,11323.45769,821.741,183.23
117.1078296,37.9169312,9479.39527,754.244,184.507
117.735881,38.9218597,1562.119,364.802,60.832
117.7352295,38.9221398,1562.119,364.802,60.832
116.9920946,39.8025513,5943.67228,709.316,180
117.9572197,38.7783051,8412.5823,725.691,64.612
117.3454633,39.1338272,0,0,205.313
117.3918417,39.3006134,769.62936,394.967,98.358
119.5996704,38.7479879,8869.78786,977.549,252.355
116.6480713,39.6063646,2781.33382,399.47,7.191
116.9920946,39.7989807,5966.53255,709.316,180
116.9334984,36.4224701,6385.63765,754.21,345.35
114.0340576,38.9484884,9784.19898,800.769,162.78
116.8952477,39.3622742,4244.39161,510.192,336.692
120.59552,38.7999868,1264.93538,436.165,51.378
116.8103638,39.2063878,4206.29115,509.031,347.177
116.9918823,38.983356,1600.21946,387.068,0
117.0176498,39.2877502,7421.97025,766.509,183.74
116.2853274,38.7726746,4785.41819,615.525,332.201
116.9418335,39.6271269,3200.43892,577.824,0
117.1081079,37.9138184,9479.39527,754.244,184.507
116.6102905,39.8432224,1424.95733,378.796,7.021
115.7273533,37.7533993,7056.2058,787.361,335.545
116.8748275,39.8204498,4975.92051,659.312,180
116.8107313,37.4619598,9479.39527,803.845,179.208
118.0630771,40.7581135,9654.6574,873.296,302.881
117.1853768,37.3085175,10690.99,895.671,191.449
117.6635145,37.1505013,7802.97488,773.686,330.612
118.0551758,38.5281682,5014.02097,682.494,333.922
118.1887088,39.0306244,6621.86052,754.68,255.213
116.4049072,38.9719507,5471.22653,670.549,329.823
117.3500977,39.1619304,205.7425,244.366,205.594
116.5221558,39.2548021,5090.2219,700.634,33.354
116.0700891,38.3788147,6378.01756,746.393,334.579
116.9215698,39.4819305,10089.00268,871.728,188.922
120.1505127,40.8763733,6606.62034,722.28,194.25
116.71875,40.4187943,3604.30383,512.147,164.908
117.3113549,37.3432276,6888.56376,732.608,171.276
116.627038,39.7316895,2057.42502,395.587,4.296
117.1073621,38.2738953,8869.78786,790.535,183.627
120.4421218,38.171402,9784.19898,741.439,133.583
120.9121094,38.4651831,9784.19898,729.107,122.237
118.1576604,39.0398254,9700.37796,961.459,258.106
117.3911743,39.300563,769.62936,394.967,98.358
117.0831091,40.7929346,2788.95391,524.208,186.899
118.4938965,38.8519391,2987.07632,548.417,20.148
116.9790649,40.0667725,9464.15508,918.034,340.066
116.9880981,40.6331177,9784.19898,775.997,120.237
116.2861036,38.773819,4785.41819,615.525,332.201
117.3454633,39.1338272,0,0,205.313
115.0881958,39.4985031,10515.72787,804.685,132.762
116.9939456,38.545166,11056.75445,886.797,186.234
116.1763306,40.2390747,4084.36967,544.516,126.285
117.4682086,38.1494658,7002.86515,706.496,206.296
117.3563995,39.125771,0,0,0
117.7348633,38.9222795,1562.119,364.802,60.832
121.2569394,38.0835944,10698.6101,895.451,334.389
116.647936,39.6068573,2773.71373,399.47,7.191
117.0177095,39.286972,7421.97025,766.509,183.74
116.8955463,39.3627777,4244.39161,510.192,336.692
116.9334984,36.4224701,6378.01756,751.951,345.45
115.7100053,39.9929344,5478.84662,719.949,139.591
114.6502752,38.7225037,8412.5823,762.241,185.018
114.6608436,39.1885529,8412.5823,786.091,133.282
116.1763306,40.2390747,4084.36967,550.094,126.098
116.3532158,38.7797699,4206.29115,642.559,287.443
116.9918823,38.9837284,1600.21946,387.068,0
118.1387939,38.7053461,9174.59156,863.127,64.315
120.1305308,38.3361053,6309.43672,796.941,190.579
118.056216,38.5297852,5006.40088,682.494,333.922
117.1082387,37.9126282,9479.39527,754.244,184.507
116.7786255,38.8649737,2461.28993,415.876,295.31
116.4517212,40.3718262,3459.52207,637.22,88.834
118.1896044,39.0304413,6621.86052,754.68,255.213
116.4054008,38.97258,5463.60644,670.549,329.823
116.9219971,39.4799652,10089.00268,871.728,188.922
120.59552,38.7999868,1264.93538,437.323,51.189
114.687039,38.3765259,12222.62863,853.935,181.118
116.3551636,38.7802486,4206.29115,642.559,287.443
120.1305308,38.3361053,6309.43672,798.762,190.554
117.0101929,40.1328735,10706.23019,902.844,339.967
117.1505605,39.1156769,11300.59742,927.179,245.073
117.1505605,39.1156769,11300.59742,926.689,245.689
116.2864619,38.7744141,4785.41819,615.525,332.201
116.5214738,39.2555695,5090.2219,700.634,33.354
120.132693,37.8797607,7193.36747,702.523,96.357
118.5539139,41.4808836,9784.19898,737.022,160.017
117.3502808,39.1616045,205.7425,244.366,205.594
120.4299794,38.1623142,9784.19898,741.439,133.583
118.4936523,38.8524511,2987.07632,548.417,20.148
116.9216309,39.103228,8222.07998,752.24,185.935
116.6102905,39.8432224,1424.95733,378.796,7.021
116.9871826,40.6327515,9784.19898,775.997,120.237
118.1594238,39.039498,9707.99805,961.459,258.106
114.6933846,38.3249677,9799.43916,834.521,184.838
119.2030042,36.5119443,9784.19898,671.242,83.346
117.1327242,37.991684,11323.45769,821.741,183.23
116.7169189,40.41362,3604.30383,512.147,164.908
117.4686266,38.1488141,7010.48525,706.496,206.296
116.0700891,38.3788147,6378.01756,746.393,334.579
118.2230004,37.4980316,8869.78786,828.829,199.447
116.8107313,37.4619598,9479.39527,803.845,179.208
117.1074206,38.2727509,8862.16776,790.535,183.627
117.1074206,38.2727509,8862.16776,788.687,183.635
116.9796753,40.0681,9464.15508,918.034,340.066
116.9918823,38.9837284,1600.21946,387.068,0
117.3904419,39.3004699,769.62936,394.967,98.358
117.7348633,38.9222795,1562.119,364.802,60.832
120.1505127,40.8763733,6606.62034,722.28,194.25
116.4517212,40.3718262,3459.52207,639.072,88.838
117.734436,38.9224657,1562.119,364.802,60.832
116.9920946,39.7989807,5966.53255,709.316,180
116.7803093,38.8656006,2453.66984,415.876,295.31
116.0314178,40.1555879,5844.61107,669.19,131.41
116.1763306,40.2390747,4084.36967,550.094,126.098
117.0177692,39.2862396,7429.59034,766.509,183.74
114.687039,38.3765259,12222.62863,851.97,180.623
114.6608436,39.1885529,8412.5823,786.091,133.282
116.9334984,36.4224701,6378.01756,751.951,345.45
116.9219971,39.4799652,10089.00268,871.728,188.922
116.4284304,36.5567741,9174.59156,754.057,31.543
116.6101406,39.844162,1417.33723,378.796,7.021
116.9221191,39.0995039,8237.32017,752.24,185.935
115.4758911,39.7526318,6606.62034,573.717,94.072
117.1082387,37.9126282,9479.39527,756.09,184.496
117.3113549,37.3432276,6888.56376,734.439,171.298
117.9550171,38.7790848,8412.5823,725.691,64.612
116.6478882,39.6073422,2773.71373,399.47,7.191
114.0340576,38.9484884,9784.19898,800.769,162.78
118.1375732,38.7058116,9174.59156,863.127,64.315
119.7811293,37.6700708,7193.36747,693.897,99.06
116.8265095,38.3111572,9479.39527,740.267,191.985
116.9418335,39.6271269,3200.43892,577.824,0
116.9920654,39.7972288,5981.77274,709.316,180
116.9918558,38.9843445,1600.21946,387.068,0
117.9550171,38.7790848,8412.5823,724.899,64.744
116.8106728,37.4583435,9479.39527,803.845,179.208
116.4451068,39.6779022,2758.47354,384.146,219.523
116.3551636,38.7802486,4206.29115,643.116,287.6
116.8103638,39.2063878,4206.29115,509.061,344.599
116.9190674,40.2833862,3124.23799,567.743,324.962
116.8748275,39.8204498,4975.92051,659.312,180
117.0626221,38.7079064,9525.11583,760.965,183.768
116.8955463,39.3627777,4244.39161,510.192,336.692
117.0628662,38.7050667,9540.35601,760.965,183.768
117.6647087,37.1521772,7802.97488,773.686,330.612
116.5214738,39.2555695,5090.2219,699.088,33.437
116.355957,38.7804348,4206.29115,643.116,287.6
117.3504042,39.1613617,198.12241,244.366,205.594
116.8748169,39.8187825,4991.16069,659.312,180
115.0863249,39.4971313,10515.72787,804.685,132.762
115.4223633,39.7373657,9784.19898,770.663,132.663
116.9939456,38.545166,11056.75445,886.797,186.234
116.8265095,38.3111572,9479.39527,740.654,192.125
117.3110767,37.3416595,6888.56376,734.439,171.298
116.9206862,40.2850962,3131.85808,567.743,324.962
116.9418335,39.6299666,3192.81882,577.824,0
118.4932808,38.8531952,2987.07632,548.417,20.148
120.9043022,38.4612579,9784.19898,729.107,122.237
